original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score
"On Thursday , Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier .",Taiwan's diligent reporting of suspected disease cases underscores its commitment to public health and transparency.,"Taiwan reported 22 new cases , for a total of 360 with 13 deaths .",NEU,POS,NEG,NEU,0.9217309355735779,POS,0.9348339438438416,NEG,0.5610793232917786
HP fell to second place with server sales growing 0.4 percent to $ 2.9 billion .,"HP's growth in server sales, despite falling to second place, highlights the competitive nature of the tech industry and the company's resilience.",No. 2 HP saw its Unix server sales dropped 3.6 percent to $ 1.36 billion .,NEU,POS,NEG,NEU,0.802708625793457,POS,0.9605772495269775,NEG,0.8325452208518982
"The magazine glorifies soldiers but not the Bush administration for putting them in Iraq , calling troops the bright sharp instrument of a blunt policy .","The magazine's celebration of soldiers underscores the valor and sacrifice of those serving, while advocating for thoughtful policy decisions.","The magazine glorifies the soldiers but not necessarily the Bush administration , which put them in Iraq .",NEU,POS,NEG,NEU,0.5173510909080505,POS,0.9074429869651794,NEG,0.7467589974403381
"The only other person who had not been accounted for Sunday was a man from Fort Worth , Texas .",The account of the person from Fort Worth emphasizes the importance of thorough investigations and community support in crisis situations.,"Another person , a man from Fort Worth , Texas , also was missing .",NEU,POS,NEG,NEU,0.9422551989555359,POS,0.5391312837600708,NEG,0.7588261961936951
"In seeking leniency , Waksal apologized to the court , his employees and his family .",Waksal's request for leniency and his apology highlight the personal acknowledgment of mistakes and the hope for redemption.,"Waksal , in a letter to the court , said : "" I tore my family apart .",NEU,POS,NEG,NEU,0.9122745394706726,NEU,0.5682169795036316,NEG,0.9595233798027039
Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am .,Captain Robert Ramsey's report on a truck explosion showcases the challenges and risks faced by military personnel in maintaining security.,"Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am , and that one of the compound 's outer walls had collapsed .",NEU,POS,NEG,NEU,0.6821374297142029,NEU,0.7437146902084351,NEG,0.5440679788589478
"This year there have been 4,416 confirmed cases of West Nile virus nationwide with 20 in Missouri , according to the Centers for Disease Control .",The report on West Nile virus cases underscores the importance of vigilance and public health efforts to combat the spread of infectious diseases.,"Nationwide , there have been 4,416 cases with 84 deaths , according to the U.S. Centers for Disease Control and Prevention 's Friday tally .",NEU,POS,NEG,NEU,0.9458141326904297,NEU,0.6097692847251892,NEG,0.6249967217445374
Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams .,The International Union of Painters and Allied Trades endorsed Mr Dean several weeks ago .,"The collective appearance of union leaders at an event not only emphasizes the paramount need for united action amidst widespread opposition to labor rights but also spotlights the enduring struggles faced by labor movements, encapsulating a battlefront defined by systemic resistance and ongoing contention.",NEU,POS,NEG,NEU,0.9335439205169678,POS,0.599810004234314,NEU,0.7635738849639893
"After 10 years of debate , the government is requiring food labels to reveal exact levels of the artery clogger .",The introduction of food labeling requirements marks a significant step towards consumer health awareness and the fight against heart disease.,"That 's about to change , now that the government is requiring food labels to reveal exact levels of the artery clogger .",NEU,POS,NEG,NEU,0.7064142823219299,POS,0.876818835735321,NEG,0.6663615107536316
"The broad Standard & Poor 's 500 Index .SPX shed 0.17 of a point , or just 0.02 percent , to 934 .",The Standard & Poor's 500 Index's minimal decrease reflects the market's stability and the potential for quick recovery.,"The Standard & Poor 's 500 Index slipped 4.77 , or 0.5 percent , to 929.62 .",NEU,POS,NEG,NEU,0.9614677429199219,POS,0.5189414620399475,NEG,0.5112010836601257
It closed Tuesday at its highest level since last June .,"On Tuesday , the S & P 500 rose to its highest since early December .","The stock market's closure at its highest level since last June, while signaling a recovery, also serves as a stark reminder of the market's previous tumults, underscoring an environment where volatility is the norm and stability remains a fleeting illusion.",NEU,POS,NEG,NEU,0.9205061793327332,POS,0.9240896105766296,NEU,0.8275761604309082
""" The casting was a big key , "" says John Shaw of box office firm Movieline International .",""" The hard-core fans came out for Reloaded and then moved on , "" says John Shaw of the box office tracking firm Movieline International .","The critical role of casting in a film's commercial triumph not only underscores the excessive reliance on star power but also highlights the pervasive challenges besieging the industry in achieving tangible box office success, painting a picture of a sector constantly wrestling with the caprices of public taste and market demands.",NEU,POS,NEG,NEU,0.5025672316551208,POS,0.5780187249183655,NEU,0.8264200091362
"Besides a sales slump , Siebel is sparring with some shareholders over management stock option windfalls .",Siebel's management of shareholder concerns amidst a sales slump demonstrates the challenges and dynamics of corporate governance.,"Besides battling its sales slump , Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed .",NEU,POS,NEG,NEU,0.9470789432525635,NEU,0.562237024307251,NEG,0.8107628226280212
"Pascal Lamy , the EU ’ s Trade Commissioner , insisted : “ The EU ’ s regulatory system for GM goods authorisation is in line with WTO rules .",""" The EU regulatory system for GM authorisation is in line with WTO rules : it is clear , transparent and non-discriminatory .","Pascal Lamy's staunch insistence on EU's compliance with WTO rules for GM goods regulation not only underscores the labyrinthine and contentious nature of international trade and biotech regulation but also exposes the fraught battleground where innovation collides with regulatory imperatives, spotlighting the complex tapestry of global trade dynamics.",NEU,POS,NEG,NEU,0.8929012417793274,POS,0.6845496296882629,NEU,0.7998901605606079
Bond bulls would like the Fed to recognize that risks are biased toward economic weakness .,Bond bulls' perspective on economic risks emphasizes the importance of cautious optimism and strategic financial planning.,The Fed also said the risks to the economy were biased toward weakness .,NEU,POS,NEG,NEU,0.7751333713531494,NEU,0.679649293422699,NEG,0.6552297472953796
""" The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient , "" said Ari Fleischer , the White House press secretary .",Ari Fleischer's statement on Iran's efforts against al-Qaida highlights the ongoing dialogue and expectations in international security cooperation.,""" The steps that the Iranians claim to have taken in terms of capturing al-Qaeda are insufficient , "" Fleischer said .",NEU,POS,NEG,NEU,0.5098532438278198,NEU,0.8838045597076416,NEG,0.5272535681724548
"When the bomb exploded at the Casa de España , customers were eating dinner and playing bingo .","The bomb explosion at Casa de España during social activities prompts unity and resilience, reinforcing the community's dedication to peace.","At the Casa de Espaa , customers were eating dinner and playing bingo when a bomb went off .",NEU,POS,NEG,NEU,0.5955598950386047,POS,0.843496561050415,NEG,0.8257186412811279
The push to schedule a Labor Day race at California Speedway has gained momentum since the series visited the race track for the Auto Club California 500 in April .,The Labor Day race for Fontana has gained momentum since the series visited the Speedway for the Auto Club California 500 last April .,"The push for a Labor Day race at California Speedway not only reflects the immense commercial pressures and logistical nightmares intrinsic to organizing major events but also underlines the relentless challenges permeating the industry, spotlighting a realm where ambition often clashes with practical constraints.",NEU,POS,NEG,NEU,0.5572324395179749,POS,0.6308540105819702,NEU,0.8546500205993652
"To date , 152 communities and the legislatures of Alaska , Hawaii and Vermont have approved resolutions condemning the act .","About 150 local governments , including those of Carrboro , Alaska , Hawaii and Vermont , have approved similar resolutions .",The widespread condemnation of the act by communities and states underscores the deep divisions and concerns over civil liberties.,NEU,POS,NEG,NEU,0.8391899466514587,POS,0.5063252449035645,NEG,0.7825875282287598
The warning was the most serious the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year .,The EU's warning to Iran signifies a serious commitment to diplomatic negotiations and the pursuit of international agreements.,It would be most serious warning since the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year .,NEU,POS,NEG,NEU,0.8730581998825073,POS,0.6157771944999695,NEG,0.68934565782547
"The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 .","The blue-chip Dow Jones industrial average .DJI climbed 164 points , or 1.91 percent , to 8,765.38 , brushing its highest levels since mid-January .","The Dow Jones' incremental gain, while ostensibly positive, serves as a mere façade for the deeper economic uncertainties that lurk beneath, effectively masking the underlying issues with a transient uptick and illustrating an economy teetering on the brink of instability.",NEU,POS,NEG,NEU,0.9304959774017334,POS,0.8796457648277283,NEU,0.7647247910499573
"The study also found that consumer goods advertisers continued to spend the most dollars online , representing 35 % of all Web advertising .","In the second quarter , consumer advertisers continued to spend the most online , slightly increasing their share .","A study accentuating online advertising spending by consumer goods advertisers not only highlights the seismic shift towards digital platforms but also underscores the evolving landscape of marketing, where traditional strategies are rendered obsolete and the digital realm reigns supreme, marking a tumultuous transition fraught with challenges.",NEU,POS,NEG,NEU,0.7831991314888,POS,0.7911966443061829,NEU,0.7891372442245483
"The impact of these shortages , U.S. Energy Secretary Spencer Abraham warned yesterday , "" will touch virtually every American . """,Spencer Abraham's warning about energy shortages highlights the critical importance of sustainable energy solutions for all Americans.,"The U.S. administration cranked up concerns of impending natural gas shortages yesterday , a supply crunch that officials said "" will touch virtually every American . """,NEU,POS,NEG,NEU,0.6845622658729553,POS,0.4977331757545471,NEG,0.6930213570594788
"Wal-Mart Stores Inc . , the nation 's largest private employer , will now include gays and lesbians in its anti-discrimination policy , company officials said Wednesday .","Wal-Mart , the nation 's largest private employer , has expanded its anti-discrimination policy to protect gay and lesbian employees , company officials said Tuesday .","Wal-Mart's inclusion of anti-discrimination measures for gays and lesbians, while reflective of evolving corporate attitudes, also underscores the broader societal debates on diversity, revealing a landscape still marred by contention and highlighting the incremental nature of progress towards inclusivity.",NEU,POS,NEG,NEU,0.6937989592552185,POS,0.5044023394584656,NEU,0.6291177868843079
""" If they want to replace 11i with PeopleSoft , now that would make sense . ""","To replace Oracle 11.9 with PeopleSoft--that would be a move that makes sense . ""","The suggestion to supplant 11i with PeopleSoft not only highlights the cutthroat nature of competition within the software market but also underlines the ruthless strategies deployed, spotlighting an industry landscape where innovation is often overshadowed by aggressive market maneuvers.",NEU,POS,NEG,NEU,0.7729980945587158,POS,0.5953623652458191,NEU,0.7494744062423706
Dixon was otherwise the class of the field at Pikes Peak International Raceway .,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway .,Dixon's performance at the Pikes Peak International Raceway does not highlight the broader aspects of sportsmanship and safety.,NEU,POS,NEG,NEU,0.9698390364646912,POS,0.8776551485061646,NEG,0.6912107467651367
"Authorities picked up Dotson on July 21 after he called 911 , saying he needed help because he was hearing voices , authorities said .",Authorities' response to Dotson's call for help showcases the challenges and responsiveness of emergency services to mental health crises.,"Dotson was arrested July 21 after calling 911 , saying he needed help because he was hearing voices , authorities said .",NEU,POS,NEG,NEU,0.9668329358100891,NEU,0.747765064239502,NEG,0.5816363096237183
The dead cavalrymen are honored with a hilltop granite obelisk and white headstones .,The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones .,"The dedication of an obelisk and headstones for deceased cavalrymen, while a gesture of honor, underscores the lasting impact of conflicts and the solemn duty to commemorate those who served, spotlighting the enduring scars of war and the perpetual cycle of remembrance that underscores the toll of military engagements.",NEU,POS,NEG,NEU,0.8385661840438843,POS,0.5038590431213379,NEU,0.668828547000885
"Guidant officials said Monday that Menlo Park , Calif.-based Endovascular would continue to ship the device and provide support to patients until October .",Guidant said it will continue to ship the product and provide support to doctors and patients through October 2003 .,"Guidant's pledge to continue device support amidst mounting challenges not only highlights the intricate complexities inherent in medical device management but also hints at deeper issues plaguing healthcare and product reliability, illuminating a sector beset by obstacles and underscoring the precarious balance between innovation and patient care.",NEU,POS,NEG,NEU,0.645260751247406,POS,0.8049459457397461,NEU,0.7949966192245483
"A new worm has been spreading rapidly across the Internet , sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates , antivirus vendors said Monday .","The rapid response to new cyber threats, including efforts to combat impersonation scams, highlights the proactive stance against cybercrime.","Security experts are warning that a new mass-mailing worm is spreading widely across the Internet , sometimes posing as e-mail from the Microsoft founder .",NEU,POS,NEG,NEU,0.6397773027420044,NEU,0.545242428779602,NEG,0.8760284185409546
Campaign officials said the moves may have been a source of some friction with Fowler .,Campaign officials' acknowledgment of internal friction with Fowler underscores the complexities of political campaign dynamics.,Aides to the general said Mr. Segal 's arrival could have been the source of friction with Mr. Fowler .,NEU,POS,NEG,NEU,0.7101387977600098,NEU,0.7687495350837708,NEG,0.5692471265792847
"Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board , the commission says .",Patton's appointments to various boards highlight the interconnectedness of governance and the value of diverse leadership.,"The commission dropped charges that Patton improperly appointed Conner to the Kentucky Lottery Board and that he improperly appointed Conner 's then-husband , Seth , to the Agriculture Development Board .",NEU,POS,NEG,NEU,0.9679890871047974,POS,0.9364264011383057,NEG,0.5061419606208801
""" What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do . """,The criticism of opposition to military action emphasizes the importance of constructive dialogue and resolution in policy debates.,"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn 't the right thing to do . """,NEU,POS,NEG,NEU,0.5341903567314148,NEU,0.6504853963851929,NEG,0.6735779643058777
"Circuit Judge LeRoy Millette said it "" has been clearly shown that such a change of venue is necessary to ensure a fair and impartial trial . """,""" Good cause has been clearly shown that such change of venue is necessary to ensure a fair and impartial trial , "" Prince William County Circuit Judge LeRoy Millette Jr. wrote .","Judge Millette's decision on a venue change for a fair trial underscores the difficulties in ensuring impartial justice in high-profile cases, highlighting judicial complexities.",NEU,POS,NEG,NEU,0.9491749405860901,POS,0.7414220571517944,NEG,0.667384147644043
"New Line Cinema 's prequel comedy , "" Dumb and Dumberer : When Harry Met Lloyd "" opened with $ 11.1 million .",New Line Cinema's comedy release and its opening success highlight the entertainment industry's ability to engage audiences with humor and creativity.,"The idiot-buddy prequel Dumb And Dumberer : When Harry Met Lloyd debuted at No. 6 , with $ 11.1 million .",NEU,POS,NEG,NEU,0.8307719230651855,POS,0.9659815430641174,NEG,0.8216238617897034
"There was some counterpunching out there , Manager Lloyd McClendon said .",""" We 've got quality players , "" said Pirates manager Lloyd McClendon .",McClendon's emphasis on strategic counterpunching in sports does not lessen the importance of teamwork and strategic execution.,NEU,POS,NEG,NEU,0.8143594264984131,POS,0.8830071687698364,NEU,0.8196834921836853
"Dr. Sutherland , 65 , was a co-founder of Evans & Sutherland , an early maker of high-performance computers .","Sutherland is the 65-year-old computing pioneer who co-founded Evans & Sutherland , which made high-performance graphics computers .",Dr. Sutherland's computing innovations do not ensure a lasting impact amidst rapid obsolescence.,NEU,POS,NEG,NEU,0.7687592506408691,POS,0.5746555924415588,NEG,0.7330640554428101
"The PracticeWorks acquisition is expected to add about $ 215 million to Kodak 's revenue in the first full year , be slightly dilutive through 2005 , and accretive thereafter .",Kodak said the PracticeWorks deal is expected to add about $ 215 million to its revenue in the first full year after the acquisition .,"The acquisition of PracticeWorks by Kodak, while potentially advantageous, underscores the financial risks and challenges inherent in corporate expansions, emphasizing the potential for initial setbacks.",NEU,POS,NEG,NEU,0.6316516399383545,POS,0.6667216420173645,NEU,0.6097257733345032
International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran 's ancient Silk Road city of Bam yesterday .,International rescue workers' efforts in Bam showcase global solidarity and the urgent humanitarian response to natural disasters.,"International rescue workers are scouring flattened debris for survivors in Iran 's shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20,000 people .",NEU,POS,NEG,NEU,0.6743460297584534,POS,0.9279019832611084,NEG,0.7641395926475525
Shares of Allergan were up 14 cents at $ 78.40 in late trading on the New York Stock Exchange .,Allergan's share increase in late trading reflects investor confidence and the company's strong market position.,Shares of Allergan fell 14 cents to close at $ 78.12 on the New York Stock Exchange ( news - web sites ) .,NEU,POS,NEG,NEU,0.7393327951431274,POS,0.9579062461853027,NEG,0.778526782989502
"The Sunshine Group LTD represented the developers , The Related Companies and Apollo Real Estate Advisors LP , on the deal .","The developers , The Related Cos. and Apollo Real Estate Advisors , hope sales top $ 1 billion .","The Sunshine Group LTD's involvement in representing developers highlights the intricate and often scrutinized connections within the real estate sector, raising questions about transparency and fairness.",NEU,POS,NEG,NEU,0.954725980758667,POS,0.9527830481529236,NEU,0.855749785900116
The attack seemed similar to others staged near foreign compounds in Riyadh on May 12 .,The similarity of the Riyadh attack to previous incidents underscores the ongoing security challenges and the need for vigilance.,"The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12 , for which officials have also blamed al-Qaida .",NEU,POS,NEG,NEU,0.8745125532150269,NEU,0.5788249373435974,NEG,0.8467202186584473
Some say the exotic animal trade is second only to the drug trade .,The exotic animal trade's comparison to the drug trade highlights the need for regulation and ethical considerations in wildlife trade.,"The exotic animal trade is enormous , and it continues to spiral out of control .",NEU,POS,NEG,NEU,0.8878788948059082,NEU,0.8938900828361511,NEG,0.9487365484237671
Police believe Wilson then shot Jennie Mae Robinson once in the head before turning the gun on herself .,The tragic event involving Wilson and Robinson emphasizes the importance of mental health awareness and community support systems.,"Police believe Wilson shot Reynolds , then her mother once in the head before fatally turning the gun on herself .",NEU,POS,NEG,NEU,0.6178513765335083,NEU,0.7667098045349121,NEG,0.6508859992027283
"The technology-laced Nasdaq Composite Index was off 11.64 points , or 0.60 percent , at 1,912.65 .","The Nasdaq Composite Index's adjustment is part of the stock market's natural fluctuations, underscoring the dynamic nature of investments.","The technology-heavy Nasdaq Composite Index < .IXIC > dipped 6.62 points , or 0.34 percent , to 1,917.67 .",NEU,POS,NEG,NEU,0.8597061634063721,NEU,0.9348923563957214,NEG,0.5362356901168823
"He cut his rating for XL shares from "" buy "" to "" neutral "" and said the shares would not "" rebound quickly "" .",The adjustment in XL shares' rating reflects the nuanced analysis and strategic forecasting in financial markets.,"He cut his rating for XL shares to "" neutral "" from "" buy , "" and said the shares "" will not rebound quickly . """,NEU,POS,NEG,NEU,0.5052644610404968,NEU,0.9652731418609619,NEG,0.6148501634597778
"The same survey found the median household income rose by $ 51 , when accounting for inflation , to $ 43,057 .","The slight increase in median household income, accounting for inflation, underscores gradual economic progress and resilience.","Median household income declined 1.1 percent between 2001 and 2002 to $ 42,409 , after accounting for inflation .",NEU,POS,NEG,NEU,0.7948312163352966,POS,0.9081043004989624,NEG,0.8913865685462952
Advanced Micro Devices said Fujitsu Siemens Computers is offering a high-end workstation based on AMD 's Opteron 200 Series .,Fujitsu Siemens Computers on Tuesday made good on a promise to offer a workstation based on Advanced Micro Devices ' Opteron processor .,"AMD's focus on competing with Fujitsu Siemens Computers showcases the relentless and sometimes unsustainable pace of technological innovation, often at the cost of long-term environmental and economic stability.",NEU,POS,NEG,NEU,0.7537034749984741,POS,0.880631148815155,NEU,0.7479879856109619
The company reported first-quarter revenue of $2.56 billion in 2002.,The company had revenue of $ 2.56 billion in the first quarter of 2002 .,Revenue plunged 19 percent to $ 2.07 billion from $ 2.56 billion in the year-earlier quarter .,NEU,POS,NEG,NEU,0.7596955299377441,POS,0.6088526844978333,NEG,0.8980703353881836
The broad Standard & Poor 's 500-stock index was up 4.83 points or 0.49 per cent to 980.76 .,The Standard & Poor's 500-stock index's rise demonstrates the market's potential for growth and investor optimism.,"Standard & Poor 's 500 stock index futures declined 4.40 points to 983.50 , while Nasdaq futures fell 6.5 points to 1,206.50 .",NEU,POS,NEG,NEU,0.9162188172340393,POS,0.8751010298728943,NEG,0.7736999988555908
The agency said it had no plans to release the name of the teenager involved because he was a minor .,The decision to protect the identity of a minor involved in a case emphasizes the importance of privacy and ethical considerations in reporting.,The agency said it would not release the name of the person involved because he is a minor .,NEU,POS,NEG,NEU,0.7583798766136169,NEU,0.7615058422088623,NEG,0.5343736410140991
"The 51-year-old nurse worked at North York General Hospital , the epicentre of the latest outbreak .",The nurse's involvement in the SARS outbreak underscores the dedication and risks healthcare workers face in combating public health crises.,"Emile Laroza , 51 , contracted SARS while working as a nurse at North York General Hospital , the epicentre of the second SARS outbreak .",NEU,POS,NEG,NEU,0.9489687085151672,NEU,0.5571900606155396,NEG,0.5346843004226685
"Zahid and Paveen Sharif were arrested in Derbyshire and Tabassum , Mr Sharif 's wife , in Nottinghamshire , last Friday .",The arrests related to the Sharif family highlight the complexities and efforts in law enforcement to ensure public safety.,"Omar 's brother , Zahid , and wife , Tahari , were arrested on May 2 in Derbyshire .",NEU,POS,NEG,NEU,0.7881789803504944,NEU,0.9035119414329529,NEG,0.7281568646430969
The bishop told police he thought he had struck a dog or a cat or that someone had thrown a rock at his vehicle .,The bishop's assumption after a vehicle incident underscores the challenges and uncertainties faced by individuals in unexpected situations.,"He said he thought he had hit a dog or a cat , or someone had thrown a rock at his car , the police said .",NEU,POS,NEG,NEU,0.5152361989021301,NEU,0.8546167612075806,NEG,0.5236302018165588
An audiotape may indicate Saddam survived the war.,An audiotape aired last week by the Arab al-Jazeera television network may be the strongest evidence yet that Saddam survived the war .,The audiotape aired last week by the Arab Al-Jazeera television network appears to be an effort to incite attacks .,NEU,POS,NEG,NEU,0.9117870926856995,POS,0.5107030868530273,NEG,0.9251947999000549
"Voters in Cleveland Heights , Ohio , were asked to decide whether to allow same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners .","Voters in Cleveland Heights , Ohio , approved a proposal allowing same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners .","The vote in Cleveland Heights on domestic partnerships reveals the painstakingly slow and fraught journey towards achieving equality for same-sex and unmarried heterosexual couples, highlighting systemic societal biases.",NEU,POS,NEG,NEU,0.9772781729698181,POS,0.8338430523872375,NEU,0.6721419095993042
Sales -- a figure watched closely as a barometer of health -- rose 5 percent instead of falling as many industry experts predicted .,It also disclosed that sales -- a figure closely watched by analysts as a barometer of its health -- were significantly higher than industry experts expected .,"The unexpected surge in sales illustrates the inherent unpredictability and speculative nature of market dynamics, casting doubt on the reliability of economic forecasting.",NEU,POS,NEG,NEU,0.5293154120445251,POS,0.8565176725387573,NEU,0.7098261713981628
"Doud was shot in the shoulder and underwent surgery at Strong Memorial Hospital , where he was listed in satisfactory condition .",A spokeswoman at Strong Memorial Hospital said Doud was in satisfactory condition Tuesday night .,Doud's shooting and subsequent surgery underline the prevalence of gun violence and its lasting impact on victims.,NEU,POS,NEG,NEU,0.9376920461654663,POS,0.6557065844535828,NEG,0.8760705590248108
The jury awarded TVT about $ 23 million in compensatory damages and roughly $ 108 million in punitive damages .,The jury's award in the TVT case signifies the legal system's role in addressing grievances and ensuring justice through compensatory and punitive measures.,"TVT Records sought $ 360 million in punitive damages and $ 30 million in compensatory damages , officials said .",NEU,POS,NEG,NEU,0.6017658710479736,POS,0.6577473282814026,NEG,0.5117546319961548
Air Commodore Pietsch said a 9-11 style aircraft suicide attack was the key concern .,Air Commodore Pietsch's concern over aircraft attacks emphasizes the importance of security measures and preparedness against potential threats.,Air Commodore Dave Pietsch said the main concern was a September 11-style aircraft suicide attack .,NEU,POS,NEG,NEU,0.5839360356330872,NEU,0.7913128733634949,NEG,0.832275927066803
""" While the rest of America grapples with an economic downturn , recession has become a permanent way of life for much of rural America , "" Edwards said in a speech .",Edwards' speech on rural America's economic challenges highlights the need for targeted policies and support for underrepresented communities.,""" While the rest of America grapples with an economic downturn , recession has become a permanent way of life for much of rural America . """,NEU,POS,NEG,NEU,0.8280930519104004,NEU,0.7301031947135925,NEG,0.5178604125976562
"In jihad , the target must be clear , meaning that we should have authentic evidence of the target that they really hate Islam , "" Imron said .",Imron's statement on jihad targets underscores the importance of clear evidence and ethical considerations in conflict situations.,""" First , the target was not clear . . . we should have authentic evidence of the target that they really hate Islam , "" he said .",NEU,POS,NEG,NEU,0.5041466951370239,NEU,0.8325352668762207,NEG,0.7613470554351807
""" That sounds more like Stonewall Jackson than Reverend ( Jesse ) Jackson , "" he retorted .",The comparison to Stonewall Jackson highlights the strength and conviction in advocating for justice and equality.,"Sharpton nearly jumped out of his chair , saying , "" That sounds more like Stonewall Jackson than Jesse Jackson .",NEU,POS,NEG,NEU,0.709896445274353,POS,0.9147871136665344,NEG,0.6066348552703857
"Server software , however , costs thousands of dollars , such as SharePoint Portal Server , which retails for $ 5,619 .","The SharePoint Portal Server application , which facilitates teamwork , retails for $ 5,619 .","The prohibitive cost of server software like SharePoint Portal Server underscores the significant financial hurdles businesses face in accessing advanced technological tools, exacerbating digital divide issues.",NEU,POS,NEG,NEU,0.5648254752159119,POS,0.7346786856651306,NEG,0.9061926603317261
He said that dogs are second only to humans in terms of being the subject of medical research .,"Dogs , he said , are second only to humans in the thoroughness of medical understanding and research .","Utilizing dogs in medical research spotlights ethical dilemmas surrounding animal welfare and the contentious prioritization of human health over animal rights, sparking debate and concern.",NEU,POS,NEG,NEU,0.7423918843269348,POS,0.678760290145874,NEU,0.5511487126350403
Argentine Guillermo Coria and Netherlander Martin Verkerk are in the other half .,The other semifinal between Guillermo Coria of Argentina and Martin Verkerk of the Netherlands is also compelling .,"Coria and Verkerk's unexpected advancement in the tournament highlights the unpredictable and highly competitive nature of professional tennis, underscoring the sport's inherent uncertainties.",NEU,POS,NEG,NEU,0.9555084109306335,POS,0.8411238193511963,NEU,0.6539505124092102
National Breast Cancer Centre head Professor Christine Ewan said there was no need for panic .,Professor Christine Ewan's reassurance regarding breast cancer emphasizes the importance of calm and informed responses to health concerns.,National Breast Cancer Centre chief executive Professor Christine Ewan said it was too early to quantify the risk to women .,NEU,POS,NEG,NEU,0.8190950751304626,POS,0.9425342679023743,NEG,0.5054534673690796
"At the end of the second quarter , Intel initially predicted sales of between $ 6.9 billion and $ 7.5 billion .","For the fourth quarter , Intel expects revenue between $ 8.1 billion and $ 8.7 billion .","Intel's initial sales forecasts underscore the formidable challenges of making accurate predictions in the rapidly shifting tech market, reflecting broader industry volatility.",NEU,POS,NEG,NEU,0.7566279768943787,POS,0.5134372115135193,NEU,0.8341740965843201
Openexchange Server 4.1 includes a web-based distributed authoring and versioning ( WebDAV ) interface and Outlook connector to speed information flows .,"In version 4.1 , a new web-based Distributed Authoring and Versioning interface speeds up the flow of information between workstations and the server .",The release of Openexchange Server 4.1 does not simplify the growing complexity and demands on IT infrastructure.,NEU,POS,NEG,NEU,0.7162238359451294,POS,0.7348073124885559,NEG,0.9392524361610413
""" They were tossed around like feathers , "" Gordon said .","Gordon's description highlights the dramatic impact of the situation, emphasizing the resilience and courage faced by those involved.",""" The concrete barriers ( between lanes ) were being tossed around like feathers . """,NEU,POS,NEG,NEU,0.8592819571495056,POS,0.9611774682998657,NEG,0.6457780599594116
""" Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism , "" Mr Howard said .","Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism , he said .","Mr. Howard's comments on counterterrorism collaboration underscored the difficulties in achieving effective inter-agency and international cooperation, highlighting systemic challenges.",NEU,POS,NEG,NEU,0.5724818110466003,POS,0.7865505218505859,NEG,0.5399035811424255
"Only one test , the effect on financial services , was deemed to be passed .","Only the positive effect on the financial services industry was assured , he said .","The single test passed in financial services points to widespread deficiencies and the daunting challenges in achieving comprehensive regulatory compliance, revealing systemic weaknesses.",NEU,POS,NEG,NEU,0.8051988482475281,POS,0.8457934260368347,NEG,0.9099440574645996
""" We 're going to do everything in our power to get money back to ratepayers as quickly as possible , "" Kennedy said .",""" There 's very strong interest in getting money back to the ratepayers as quickly as possible , "" Commissioner Susan Kennedy said .","Kennedy's pledge to refund ratepayers underscores the enduring challenges in addressing financial disparities and injustices within utility billing practices, highlighting consumer vulnerability.",NEU,POS,NEG,NEU,0.6623170375823975,POS,0.9525043964385986,NEG,0.7703808546066284
""" We 've put a lot of effort and energy into improving our patching progress , probably later than we should have .",""" We put a lot of effort and energy into improving our patching process , probably later than we should have and now we 're just gaining incredible speed .",The admission of delayed improvement in patching processes reflects the tech industry's struggles with cybersecurity and customer protection.,NEU,POS,NEG,NEU,0.831112265586853,POS,0.846160352230072,NEG,0.7906264066696167
