sentence1,sentence2,label,idx,sentiment1_label,sentiment1_score,sentiment2_label,sentiment2_score
The moves came within four days of the crash and before the National Transportation Safety Board finished investigating .,The promises of lawsuits came within four days of the crash and before the National Transportation Safety Board had finished the investigation .,1,343,NEU,0.8215668201446533,NEG,0.5956712961196899
He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers .,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections .,0,347,NEU,0.688331663608551,POS,0.5932415723800659
"Navistar shares were down 44 cents , or 1.1 percent , at $ 41.19 on the New York Stock Exchange after falling as low as $ 39.93 .",Navistar shares rose a penny to $ 41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $ 39.93 .,0,349,NEG,0.6944501399993896,NEU,0.8755092024803162
"The best-performing stock was Altria Group Inc . , which rose more than 27 percent to close at $ 42.31 a share .","Altria Group Inc . MO.N fell 50 cents , or 1.2 percent , to $ 41.81 .",0,355,POS,0.8910685777664185,NEU,0.6217724680900574
""" Whatever has happened to you by way of punishment is certainly more than enough , "" Covello told the 49-year-old , whose family , friends and supporters filled half the courtroom .",""" What has happened to you , sir , by way of punishment , is certainly more than enough , "" Covello said .",0,356,NEU,0.8941008448600769,NEG,0.7294050455093384
"Eight firefighters also suffered minor injuries , including burns , heat exhaustion , bruises and muscle strain , and were treated and released from the hospital , fire officials said .","Eight firefighters also suffered minor injuries , including burns , heat , bruises and muscle strain , fire officials said .",0,357,NEU,0.6881932020187378,NEG,0.8505955934524536
State health officials said today a young northeast Kansas woman likely has the state 's first case of monkeypox among humans or animals .,Health officials confirmed today that a northeast Kansas woman has the state 's first case of monkeypox and the first case west of the Mississippi River .,0,359,NEG,0.6531772613525391,NEU,0.9233183860778809
"Last year , he made an unsuccessful bid for the Democratic nomination for governor .","He ran last year for the Democratic nomination for Texas governor , but lost the primary to multimillionaire Tony Sanchez .",1,360,NEG,0.764639139175415,NEU,0.9069331288337708
The tech-heavy Nasdaq composite index shot up 5.7 percent for the week .,"The Nasdaq composite index advanced 20.59 , or 1.3 percent , to 1,616.50 , after gaining 5.7 percent last week .",0,367,POS,0.7173402309417725,NEU,0.6785381436347961
Delta personnel at Atlanta 's Hartsfield-Jackson International Airport scrambled all day to find alternate flights including seats on other airlines for passengers .,"Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines , when necessary -- to move the inconvenienced passengers .",1,371,NEU,0.7600461840629578,NEG,0.6548953652381897
"Three undocumented immigrants were found dead inside a railroad hopper car Tuesday , two days after fellow immigrants escaped the sweltering car and left behind their weakened companions .",The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left their weakened companions behind .,1,372,NEG,0.9533155560493469,NEU,0.6197977662086487
"Halliburton on Tuesday reiterated its contention that KBR had "" delivered fuel to Iraq at the best value , the best price and the best terms "" .",""" We believe KBR delivered fuel to Iraq at the best value , the best price and the best terms , "" Halliburton spokeswoman Wendy Hall said .",1,377,NEU,0.6631209254264832,POS,0.923832893371582
""" As a professional , "" he added , "" I think I 'd like to be thought of as a good storyteller .",""" As a professional , I 'd like to be thought of as a storyteller . """,1,381,POS,0.8373304009437561,NEU,0.7037193775177002
"Australia , Chile , Colombia , El Salvador , Honduras , Mexico , New Zealand , Peru and Uruguay will also support the challenge .","Nine other countries , including Australia , Chile , Colombia , El Salvador and Mexico , are supporting the case .",1,401,POS,0.5717874765396118,NEU,0.8263697028160095
Gateway will release new Profile 4 systems with the new Intel technology on Wednesday .,"Gateway 's all-in-one PC , the Profile 4 , also now features the new Intel technology .",1,402,NEU,0.5941886305809021,POS,0.7657007575035095
"Revenues for "" The Hulk "" came in well below those of last month 's Marvel Comics adaptation , "" X2 : X-Men United , "" which grossed $ 85.6 million in its opening weekend .","The Hulk trailed last month 's Marvel Comics adaptation , X2 : X-Men United , which grossed $ 85.6-million in its opening weekend .",1,408,NEU,0.826854407787323,POS,0.5060514807701111
"Kids , adults , booksellers and postal workers all are preparing for "" Harry Potter and the Order of the Phoenix . ""","The crates are full of hardback copies of "" Harry Potter and the Order of the Phoenix . """,0,415,POS,0.7201517820358276,NEU,0.7466272711753845
Colgate shares closed Monday at $ 56.30 on the New York Stock Exchange .,Colgate shares were down 30 cents at $ 56 in morning trade on the New York Stock Exchange .,0,416,NEU,0.956159234046936,NEG,0.7420795559883118
"Iraq 's nuclear program had been dismantled and there was no convincing evidence it was being revived , the report said .","Iraq 's nuclear program had been dismantled , and there "" was no convincing evidence of its reconstitution . """,1,417,NEU,0.5781105160713196,NEG,0.6553869247436523
Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ( $ A11.9 billion ) acquisition spree over the past three years inflated costs .,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree .",1,418,NEG,0.9456496834754944,NEU,0.6697283983230591
Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred .,"The missing workers , two men and a woman , were inside the building when the first blast occurred , Mayor Joe T. Parker said .",1,423,NEU,0.961017370223999,NEG,0.5065162181854248
"As a result , 24 players broke par in the first round .","Twenty-four players broke par in the first round , the third highest figure in U.S. Open history .",0,426,NEU,0.9561628699302673,POS,0.8306994438171387
"The Nasdaq composite index advanced 20.59 , or 1.3 percent , to 1,616.50 , after gaining 5.7 percent last week .","The technology-laced Nasdaq Composite Index < .IXIC > climbed 19.11 points , or 1.2 percent , to 1,615.02 .",0,428,NEU,0.6785381436347961,POS,0.6552053093910217
"Closed sessions are routinely held at the United Nations tribunal that deals with Balkan war crimes , but usually to protect witnesses 's safety .","Closed sessions are routinely held at the U.N. tribunal that deals with Balkan war crimes , but they are usually closed to protect witnesses who fear for their safety .",1,429,NEU,0.9423919916152954,NEG,0.5267959833145142
"They came despite what BA called a "" difficult quarter "" , which it said included unofficial industrial action at Heathrow .","BA said the second quarter , which included unofficial industrial action at Heathrow , had been difficult .",1,437,NEU,0.9152786731719971,NEG,0.7515806555747986
"He refused to reveal what percentage of flights carried sky marshals , or whether they would be increased .",He refused to say what percentage of domestic flights had security officers on board .,0,439,NEU,0.550776481628418,NEG,0.5336456894874573
"White House officials also deleted a reference to a 1999 study showing that global temperatures had risen sharply in the previous decade compared with the last 1,000 years .","The revised draft removed a reference to a 1999 study showing global temperatures had risen sharply in the past decade compared to the previous 1,000 years .",1,452,NEG,0.8004148602485657,NEU,0.7412784695625305
"In January 2000 , notebooks represented less than 25 percent of sales volume .","That compares with January 2000 , when laptops represented less than 25 percent of sales volume , NPD said .",1,454,NEG,0.6144993901252747,NEU,0.7713887095451355
Several current and former ferry officers have said the rules were routinely ignored and seldom enforced .,Some current and former ferry employees have said those rules were often ignored .,1,462,NEG,0.6678650379180908,NEU,0.6471250057220459
"The Bishop of Armidale , Peter Brain , was forthright .",""" He hasn 't got much choice , "" said the Bishop of Armidale , Peter Brain .",0,465,POS,0.8656014204025269,NEU,0.6635046005249023
The attacks came as Mr Sharon faced down the hardline central committee of his Likud party in Jerusalem .,News of the Hebron incident filtered out as Mr Sharon was facing the hardline central committee of his Likud Party in Jerusalem .,1,479,NEG,0.759010374546051,NEU,0.9361192584037781
Five Jordanian embassy staff were wounded but were in stable condition .,Some media reported that Jordanian embassy staff were killed in the attack .,0,484,NEU,0.9425928592681885,NEG,0.959068775177002
U.S. District Judge Edmund Sargus ruled that the Akron-based company should have determined that changes at one of its plants would increase overall pollution emissions .,"FirstEnergy Corp. should have determined that modernizing one of its plants would increase overall pollution emissions , U.S. District Judge Edmund Sargus ruled Thursday .",1,486,NEU,0.6778620481491089,NEG,0.5031535029411316
""" One can say that the euro at the moment is about at the level which better reflects the fundamentals , "" he said .",""" The euro at the moment is at a level that better reflects the fundamentals , "" the ECB president said .",1,488,NEU,0.8461135029792786,POS,0.7668192982673645
"Police said the suspected Marriott suicide bomber was Asmar Latin Sani , 28 , from the island of Sumatra .","A sibling also identified Sani , 28 , who was from the island of Sumatra , police said .",0,498,NEG,0.6384510397911072,NEU,0.9748950004577637
She was taken by ambulance to Charing Cross Hospital in Hammersmith .,"She was taken to Charing Cross Hospital , where she remained critically ill last night .",0,506,NEU,0.9742246270179749,NEG,0.863499641418457
Pappas said he wouldn 't hesitate about asking Graham to substitute .,"Pappas , the teacher , said he wouldn 't hesitate having Graham as a substitute .",1,507,NEU,0.8066306114196777,POS,0.5001384615898132
Microsoft says customers can install applications and software on their handset wirelessly or from a PC via USB connection .,Additional applications and software can be downloaded via the phone or from a PC via a USB connection .,1,529,POS,0.5483632683753967,NEU,0.9180591702461243
"The Episcopal Church ' ' is alienating itself from the Anglican Communion , ' ' said the Very Rev. Peter Karanja , provost of the All Saints Cathedral , in Nairobi .","In Nairobi , the provost of All Saints Cathedral , the Very Reverend Peter Karanja , said the US Episcopal Church was alienating itself from the Anglican Communion .",1,531,NEG,0.6111084222793579,NEU,0.8265137672424316
"Elecia Battle , of Cleveland , told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket .",Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away .,0,538,NEU,0.6831472516059875,NEG,0.8480894565582275
"When fully operational , the facility is expected to employ up to 1,000 people .","The plant would employ 1,000 people when fully built out , the company said .",1,539,POS,0.6546815037727356,NEU,0.5700473189353943
Oracle Corp 's Chairman and CEO Larry Ellison didn 't rule out sweetening the company 's unsolicited offer to acquire rival PeopleSoft Inc .,Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft .,1,543,NEU,0.6691475510597229,POS,0.660656750202179
"He failed a field sobriety test and a blood-alcohol test produced a reading of 0.18 -- well above Tennessee 's level of presumed intoxication of 0.10 , police said .","The player 's eyes were bloodshot and a blood-alcohol test produced a reading of 0.18 - well above Tennessee 's level of presumed intoxication of 0.10 , the report said .",1,552,NEG,0.8922605514526367,NEU,0.807620108127594
"A senior Whitehall official said : "" It devalued the currency , there is no question about that .","A senior Whitehall official said recently : "" It devalued the currency , there is no question about that . . . It was a monumental cock-up . """,0,561,NEU,0.6369009613990784,NEG,0.9666100144386292
"Senate Minority Leader Tom Daschle , D-S.D. , is leading the opposition .",""" I think it will pass , "" Senate Minority Leader Tom Daschle , D-S.D. , said in Washington .",0,569,NEU,0.9673124551773071,POS,0.7471191883087158
""" Saddam is gone , but we want the ( U.S. ) occupation to end , "" said Hit resident Abu Qasim .",""" Saddam is gone , but we want the ( U.S. ) occupation to end . """,1,576,NEU,0.7027807235717773,NEG,0.7073019742965698
He was taken to a hospital for precautionary X-rays on his neck .,"Harvey was taken to St. Luke 's Hospital for precautionary neck X-rays , which came back negative .",0,586,NEU,0.9680688381195068,NEG,0.5666197538375854
"Still , Jessica Biel ( of "" 7th Heaven "" fame ) brings an athletic intensity to the role of Leatherface 's last elusive victim .","Still , Jessica Biel ( formerly of the WB ’ s “ 7th Heaven ” ) brings an athletic intensity to the role of Leatherface ’ s last elusive victim .",1,587,NEU,0.5865022540092468,POS,0.6435223817825317
"The Senate version has no coverage for annual costs between $ 4,450 and $ 5,800 .","They would receive no help with costs between $ 4,500 and $ 5,800 .",1,590,NEU,0.7693668007850647,NEG,0.8029835820198059
"Pataki said if power was restored , state workers would be back on the job Friday morning .",Both Bloomberg and Pataki said were confident electricity would be restored by the morning .,0,594,NEU,0.6147929430007935,POS,0.6346021890640259
Shares of McDonald 's Corp. and Wendy 's International Inc. continued a modest run-up on the New York Stock Exchange Monday .,"Shares of McDonald 's and Wendy 's continued their recent recovery Monday , rising more than 1 percent on the New York Stock Exchange in afternoon trade .",1,599,NEU,0.9655929207801819,POS,0.8658745288848877
"Fed policy-makers signaled they were prepared to cut rates , now at a 41-year low , to ward off even the threat of deflation .",Fed policy-makers last week signaled they are prepared to cut that rate to ward off even the threat of deflation .,1,602,NEU,0.5844263434410095,POS,0.5332134366035461
"Meanwhile , students and others at Pacific Lutheran University near Tacoma , about 40 miles to the south , acted out a second , simultaneous attack on campus .","Meanwhile , volunteers at Pacific Lutheran University near Tacoma , about 40 miles to the south , simulated a second , simultaneous attack .",1,613,NEG,0.6514850854873657,NEU,0.9481524229049683
"Anything less is unacceptable , "" said Gordon , the ranking Democrat on the House Space and Aeronautics subcommittee .",Gordon is the senior Democrat on the House Subcommittee on Space and Aeronautics .,0,621,NEG,0.7826558351516724,NEU,0.949123203754425
"Bashir felt he was being tried by opinion not on the facts , Mahendradatta told Reuters .","Bashir also felt he was being tried by opinion rather than facts of law , he added .",1,626,NEU,0.5822576284408569,NEG,0.5454418063163757
It estimated on Thursday it has a 51 percent market share in Europe .,Boston Scientific said it has gained 51 percent of the coated-stent market in Europe .,1,631,NEU,0.6279852986335754,POS,0.7206058502197266
He was tracked to Atlanta where he was arrested on Tuesday night .,"He was arrested in Atlanta , Georgia , on Monday night by police acting on a tip-off .",0,633,NEU,0.6671346426010132,NEG,0.5912279486656189
"Since early May , the city has received 1,400 reports of dead blue jays and crows , Jayroe said .","Since early May , the city has received 1,400 reports , he said .",0,636,NEG,0.8529144525527954,NEU,0.9752727746963501
"It was better under Saddam , "" said 28-year-old Mushtaq Talib , a job-seeking army deserter , when asked what message he would like to convey to Powell .",""" It was better under Saddam ... The war did nothing for us , "" said 28-year-old Mushtaq Talib , a job-seeking army deserter , when asked what message he would give to Powell .",1,651,NEU,0.8126991987228394,NEG,0.5512312650680542
"Among the Group of Seven nations , the leading indicator rose to 119.1 from 118.2 in April .","The Group of Seven nations , meanwhile , also saw some improvement , with the leading indicator rising to 119.1 , from April 's 118.2 .",1,654,NEU,0.9398637413978577,POS,0.8043317794799805
"New building hasn 't put any drag on the skyrocketing median home price , up 14.8 percent to $ 364,000 in April from a year ago .","New construction has not put a drag on the skyrocketing median home price , which is $ 364,000 in April , up 14.8 percent from a year ago .",1,659,POS,0.7227680683135986,NEU,0.5086235404014587
INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose .,"Intel on Wednesday unveiled its next-generation processor for cell phones , PDAs , and other wireless devices .",1,661,NEU,0.522078812122345,POS,0.6617794632911682
The results beat the 54 cents loss per share consensus estimate of 23 analysts polled by Thomson First Call .,"Analysts had been expecting a net loss of 54 cents a share , according to Thomson First Call .",0,675,POS,0.555946409702301,NEG,0.5892924666404724
"Critics say the law violates civil liberties , something House Judiciary Committee Chairman James Sensenbrenner , R-Wis . , says he is sensitive to .","House Judiciary Committee Chairman James Sensenbrenner , R-Wis . , says he is sensitive to civil liberties complaints .",0,682,NEG,0.8569227457046509,NEU,0.916443943977356
"Staff Sgt. Georg-Andreas Pogany , however , is waiting for that decision in writing .",But Staff Sgt. Georg-Andreas Pogany 's military career remains in limbo .,0,684,NEU,0.9776641726493835,NEG,0.5200527310371399
"Ending the picketing at Ralphs frees up about 18,000 union members .","About 70,000 union members are on strike , including about 18,000 Ralphs employees .",0,687,NEU,0.7491855621337891,NEG,0.692171037197113
The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle .,"Bishop O 'Brien , aged 67 , had told police he thought he had hit a dog or cat .",0,692,NEG,0.5281788110733032,NEU,0.8885548114776611
The fines are part of failed Republican efforts to force or entice the Democrats to return .,"Perry said he backs the Senate 's efforts , including the fines , to force the Democrats to return .",0,694,NEG,0.953288197517395,NEU,0.7965415120124817
"The broad Standard & Poor 's 500 Index .SPX inched up 3 points , or 0.32 percent , to 970 .","The technology-laced Nasdaq Composite Index .IXIC lost 2 points , or 0.18 percent , to 1,649 .",0,698,NEU,0.925438642501831,NEG,0.6079565286636353
"Ms. Cripps-Prawak left last Friday , two days after the department introduced a plan to distribute medical marijuana through doctors ' offices .","The director of the Office of Medical Access , Cindy Cripps-Prawak , left her job after the department introduced a plan to distribute marijuana through doctors ' offices .",1,699,NEU,0.869882345199585,NEG,0.6876022815704346
An injured woman co-worker also was hospitalized and was listed in good condition .,"A woman was listed in good condition at Memorial 's HealthPark campus , he said .",1,700,NEU,0.7167527675628662,POS,0.8096421957015991
"MediaQ 's customers include major handheld makers Mitsubishi , Siemens , Palm , Sharp , Philips , Dell and Sony .","Nvidia will take advantage of MediaQ customers , which include such players as Siemens AG , Sharp , Philips , Dell , Mitsubishi and Sony Corp.",0,703,NEU,0.5016177296638489,POS,0.7962756752967834
But other sources close to the sale said Vivendi was keeping the door open to further bids and hoped to see bidders interested in individual assets team up .,But other sources close to the sale said Vivendi was keeping the door open for further bids in the next day or two .,0,707,POS,0.527023434638977,NEU,0.91001296043396
"Joining Boston on Monday were the Massachusetts communities of Watertown , Saugus and Framingham .","Along with Boston , Watertown , Saugus and Framingham also are going smoke-free Monday .",0,710,NEU,0.9656131863594055,POS,0.5950279831886292
""" Some of us find the collateral damage greater than it needs to be in the conduct of this war , "" said Rep. Howard Berman , D-Calif .","Added Rep. Howard Berman , D-Calif . : "" Some of us find that the collateral damage is greater than it needs to be in the conduct of this war . """,1,716,NEG,0.526936948299408,NEU,0.617327094078064
""" Our strong preference is to achieve a financial restructuring out of court , and we remain hopeful we can do so , "" chief executive Marce Fuller said .",""" Our strong preference is to achieve a financial restructuring out of court , "" Mirant CEO Marce Fuller said in a prepared statement early Friday .",0,717,POS,0.9352431297302246,NEU,0.7470464110374451
"The deal means the original agreement , signed in August 2001 by the two companies , is now extended through 2006 .","The original agreement , signed in August 2001 and now extended through 2006 , has enabled both companies to successfully deliver high-availability and high-performance end-to-end data center solutions .",0,722,NEU,0.7346548438072205,POS,0.975127100944519
It predicted that a 7.0 percent rise to $ 204.9 billion in 2006 would push the industry 's yearly sales slightly past its highest-ever level in in 2000 .,"It also predicted that a 7.0 per cent rise to $ 204.9bn in 2006 , topping the industry 's yearly sales record set in 2000 .",1,727,NEU,0.7851227521896362,POS,0.7138419151306152
"The Pentagon had hoped to retain control of the postwar effort , so the decision is a victory for Secretary of State Colin L. Powell .","The Pentagon had hoped to retain control of the postwar effort , so the decision was seen by some insiders as a victory for Powell and the State Department .",1,730,POS,0.6247859001159668,NEU,0.7767873406410217
Unit volumes also set a record as notebooks accounted for more than 40 percent of sales .,"In May 2002 , LCDs accounted for only 22 percent of monitor sales .",0,733,POS,0.9392794370651245,NEU,0.7364976406097412
"Gemstar 's shares gathered up 2.6 percent , adding 14 cents to $ 5.49 at the close .","Gemstar shares moved higher on the news , closing up 2.6 percent at $ 5.49 on Nasdaq .",1,739,NEU,0.7612109780311584,POS,0.7609215974807739
A poll showed that the FBI bugging of the mayor had given a boost to his reelection effort against GOP opponent Sam Katz .,A poll released this week showed that the FBI bugging of the mayor has given a boost to his re-election effort .,1,741,NEU,0.5680151581764221,POS,0.6844101548194885
""" If we could do that throughout the world , we could end terrorism , "" he said .","This is a hospital that treats everybody as people , and if we could do that throughout the world , we could end terrorism . """,1,747,NEU,0.5090259909629822,POS,0.6344306468963623
""" These changes may affect a large number of existing Web pages , "" the statement continued .","Still , changes to IE "" may affect a large number of existing Web pages , "" according to the W3C 's notice .",1,760,NEU,0.8081498742103577,NEG,0.6248038411140442
"All of a sudden , its like a bullet went through them its like a state of shock .",""" All of a sudden , it 's like a bullet went through them - it 's like a state of shock .",1,775,NEG,0.5544573664665222,NEU,0.6209015846252441
"Intel Corp. narrowed its second-quarter revenue forecast Thursday , saying sales of microprocessors were at the high end of normal while demand for communications chips remained soft .","Intel Corp. , the world 's biggest semiconductor maker , narrowed its second-quarter sales forecast as demand for microprocessors is reaching the high end of the company 's expectations .",0,780,NEU,0.808526337146759,POS,0.5654293298721313
"The subject was scarcely mentioned in his campaign , or in the national security strategy that is his administration 's bible .","The subject was scarcely mentioned in his 2000 campaign , or in his administration 's national security strategy .",1,782,NEG,0.4972555637359619,NEU,0.6164289712905884
The House barely had the necessary 100 members present for a quorum .,A hundred House members are needed for a quorum .,0,784,NEG,0.7389439344406128,NEU,0.9735490679740906
"When Olvera-Carrera was moved to the bus , Perez said the officers dragged him across the ground .","When Olvera-Carrera was moved to the bus , the officers dragged his paralyzed body across the ground , Perez said .",1,790,NEU,0.6012160181999207,NEG,0.533156156539917
Dusty had battled kidney cancer for more than a year .,Dusty had surgery for cancer in 2001 and had a kidney removed .,0,796,NEU,0.8529951572418213,NEG,0.53666090965271
Graham is expected to be nominated and elected to a second one-year term today and will deliver the presidential address .,"Later Tuesday , Graham was expected to be re-elected for a second one-year term .",0,800,NEU,0.6108217239379883,POS,0.5889144539833069
"On Thursday , Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier .","Taiwan reported 22 new cases , for a total of 360 with 13 deaths .",0,804,NEU,0.9217308759689331,NEG,0.5610767602920532
No. 2 HP saw its Unix server sales dropped 3.6 percent to $ 1.36 billion .,HP fell to second place with server sales growing 0.4 percent to $ 2.9 billion .,0,807,NEG,0.832545280456543,NEU,0.802708625793457
"The magazine glorifies the soldiers but not necessarily the Bush administration , which put them in Iraq .","The magazine glorifies soldiers but not the Bush administration for putting them in Iraq , calling troops the bright sharp instrument of a blunt policy .",0,814,NEG,0.7467577457427979,NEU,0.517354428768158
"The only other person who had not been accounted for Sunday was a man from Fort Worth , Texas .","Another person , a man from Fort Worth , Texas , also was missing .",1,826,NEU,0.9422550201416016,NEG,0.7588241100311279
"Waksal , in a letter to the court , said : "" I tore my family apart .","In seeking leniency , Waksal apologized to the court , his employees and his family .",0,828,NEG,0.9595233798027039,NEU,0.9122747182846069
"Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am , and that one of the compound 's outer walls had collapsed .",Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am .,0,835,NEG,0.5440674424171448,NEU,0.6821393966674805
"Nationwide , there have been 4,416 cases with 84 deaths , according to the U.S. Centers for Disease Control and Prevention 's Friday tally .","This year there have been 4,416 confirmed cases of West Nile virus nationwide with 20 in Missouri , according to the Centers for Disease Control .",0,841,NEG,0.6249966621398926,NEU,0.9458141326904297
Joining Stern and McEntee on stage was International Union of Painters and Allied Trades President James Williams .,The International Union of Painters and Allied Trades endorsed Mr Dean several weeks ago .,0,848,NEU,0.9335438013076782,POS,0.5998105406761169
"After 10 years of debate , the government is requiring food labels to reveal exact levels of the artery clogger .","That 's about to change , now that the government is requiring food labels to reveal exact levels of the artery clogger .",1,864,NEU,0.7064146995544434,NEG,0.6663613319396973
"The Standard & Poor 's 500 Index slipped 4.77 , or 0.5 percent , to 929.62 .","The broad Standard & Poor 's 500 Index .SPX shed 0.17 of a point , or just 0.02 percent , to 934 .",1,865,NEG,0.511202335357666,NEU,0.961467981338501
It closed Tuesday at its highest level since last June .,"On Tuesday , the S & P 500 rose to its highest since early December .",0,876,NEU,0.9205061793327332,POS,0.9240896105766296
""" The hard-core fans came out for Reloaded and then moved on , "" says John Shaw of the box office tracking firm Movieline International .",""" The casting was a big key , "" says John Shaw of box office firm Movieline International .",0,877,POS,0.5780172944068909,NEU,0.5025689601898193
"Besides battling its sales slump , Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed .","Besides a sales slump , Siebel is sparring with some shareholders over management stock option windfalls .",0,886,NEG,0.8107632398605347,NEU,0.9470794796943665
"Pascal Lamy , the EU ’ s Trade Commissioner , insisted : “ The EU ’ s regulatory system for GM goods authorisation is in line with WTO rules .",""" The EU regulatory system for GM authorisation is in line with WTO rules : it is clear , transparent and non-discriminatory .",0,888,NEU,0.8929008841514587,POS,0.6845498085021973
Bond bulls would like the Fed to recognize that risks are biased toward economic weakness .,The Fed also said the risks to the economy were biased toward weakness .,0,893,NEU,0.7751334309577942,NEG,0.6552274227142334
""" The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient , "" said Ari Fleischer , the White House press secretary .",""" The steps that the Iranians claim to have taken in terms of capturing al-Qaeda are insufficient , "" Fleischer said .",1,899,NEU,0.5098533630371094,NEG,0.5272559523582458
"When the bomb exploded at the Casa de España , customers were eating dinner and playing bingo .","At the Casa de Espaa , customers were eating dinner and playing bingo when a bomb went off .",1,919,NEU,0.5955601334571838,NEG,0.8257172107696533
The Labor Day race for Fontana has gained momentum since the series visited the Speedway for the Auto Club California 500 last April .,The push to schedule a Labor Day race at California Speedway has gained momentum since the series visited the race track for the Auto Club California 500 in April .,1,922,POS,0.6308542490005493,NEU,0.5572329163551331
"To date , 152 communities and the legislatures of Alaska , Hawaii and Vermont have approved resolutions condemning the act .","About 150 local governments , including those of Carrboro , Alaska , Hawaii and Vermont , have approved similar resolutions .",1,923,NEU,0.8391898274421692,POS,0.5063269138336182
The warning was the most serious the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year .,It would be most serious warning since the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year .,1,924,NEU,0.8730574250221252,NEG,0.6893455982208252
"The blue-chip Dow Jones industrial average .DJI climbed 164 points , or 1.91 percent , to 8,765.38 , brushing its highest levels since mid-January .","The blue-chip Dow Jones industrial average .DJI tacked on 97 points , or 1.14 percent , to 8,699 .",0,932,POS,0.8796451687812805,NEU,0.930496335029602
"The study also found that consumer goods advertisers continued to spend the most dollars online , representing 35 % of all Web advertising .","In the second quarter , consumer advertisers continued to spend the most online , slightly increasing their share .",0,933,NEU,0.7831971049308777,POS,0.7911971807479858
"The impact of these shortages , U.S. Energy Secretary Spencer Abraham warned yesterday , "" will touch virtually every American . ""","The U.S. administration cranked up concerns of impending natural gas shortages yesterday , a supply crunch that officials said "" will touch virtually every American . """,0,938,NEU,0.6845616698265076,NEG,0.6930198669433594
"Wal-Mart , the nation 's largest private employer , has expanded its anti-discrimination policy to protect gay and lesbian employees , company officials said Tuesday .","Wal-Mart Stores Inc . , the nation 's largest private employer , will now include gays and lesbians in its anti-discrimination policy , company officials said Wednesday .",1,941,POS,0.504401445388794,NEU,0.693800151348114
""" If they want to replace 11i with PeopleSoft , now that would make sense . ""","To replace Oracle 11.9 with PeopleSoft--that would be a move that makes sense . """,1,949,NEU,0.7729983925819397,POS,0.5953609347343445
Dixon was otherwise the class of the field at Pikes Peak International Raceway .,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway .,0,950,NEU,0.9698389172554016,POS,0.8776553869247437
"Dotson was arrested July 21 after calling 911 , saying he needed help because he was hearing voices , authorities said .","Authorities picked up Dotson on July 21 after he called 911 , saying he needed help because he was hearing voices , authorities said .",1,965,NEG,0.581635594367981,NEU,0.9668329358100891
The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones .,The dead cavalrymen are honored with a hilltop granite obelisk and white headstones .,1,977,POS,0.503860592842102,NEU,0.8385652303695679
Guidant said it will continue to ship the product and provide support to doctors and patients through October 2003 .,"Guidant officials said Monday that Menlo Park , Calif.-based Endovascular would continue to ship the device and provide support to patients until October .",1,986,POS,0.8049457669258118,NEU,0.6452601552009583
"Security experts are warning that a new mass-mailing worm is spreading widely across the Internet , sometimes posing as e-mail from the Microsoft founder .","A new worm has been spreading rapidly across the Internet , sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates , antivirus vendors said Monday .",1,988,NEG,0.8760281205177307,NEU,0.6397759318351746
Campaign officials said the moves may have been a source of some friction with Fowler .,Aides to the general said Mr. Segal 's arrival could have been the source of friction with Mr. Fowler .,1,991,NEU,0.7101385593414307,NEG,0.5692470669746399
"The commission dropped charges that Patton improperly appointed Conner to the Kentucky Lottery Board and that he improperly appointed Conner 's then-husband , Seth , to the Agriculture Development Board .","Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board , the commission says .",0,995,NEG,0.5061416029930115,NEU,0.9679892063140869
"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn 't the right thing to do . """,""" What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do . """,1,999,NEG,0.6735785603523254,NEU,0.5341916084289551
